Tipo,x,y
dengue,-79.77,-5.93
dengue,-79.80,-5.94
dengue,-79.77,-5.93
dengue,-80.11,-5.94
dengue,-79.79,-5.92
dengue,-79.75,-5.91
dengue,-79.83,-5.92
dengue,-80.04,-5.91
dengue,-79.97,-5.92
dengue,-79.82,-5.91
dengue,-79.77,-5.91
dengue,-79.83,-5.90
dengue,-79.81,-5.90
dengue,-79.88,-5.89
dengue,-79.74,-5.90
dengue,-79.94,-5.89
dengue,-79.91,-5.90
dengue,-79.71,-5.88
dengue,-79.91,-5.89
dengue,-79.73,-5.87
dengue,-79.87,-5.88
dengue,-79.84,-5.87
dengue,-79.81,-5.84
dengue,-79.90,-5.83
dengue,-79.70,-5.99
dengue,-79.73,-5.89
dengue,-79.74,-5.92
dengue,-79.73,-5.99
dengue,-79.98,-5.82
dengue,-79.90,-5.77
dengue,-79.78,-5.81
dengue,-79.83,-5.80
dengue,-79.84,-5.81
dengue,-80.04,-5.74
dengue,-79.88,-5.76
dengue,-79.86,-5.76
dengue,-79.81,-5.75
dengue,-79.85,-5.76
dengue,-79.87,-5.75
dengue,-79.93,-5.75
dengue,-79.84,-5.73
dengue,-79.93,-5.73
dengue,-79.81,-5.72
dengue,-79.88,-5.70
dengue,-79.90,-5.60
dengue,-79.81,-6.43
dengue,-79.90,-6.43
dengue,-79.83,-6.45
dengue,-79.89,-6.44
dengue,-79.84,-6.43
dengue,-79.82,-6.44
dengue,-79.66,-6.28
dengue,-79.63,-6.28
dengue,-79.63,-6.27
dengue,-79.55,-6.16
dengue,-79.61,-6.27
dengue,-79.55,-6.25
dengue,-79.60,-6.01
dengue,-79.58,-6.31
dengue,-76.94,-12.05
dengue,-76.87,-12.02
dengue,-76.82,-12.02
dengue,-76.88,-12.02
dengue,-76.93,-12.04
dengue,-76.91,-12.03
dengue,-76.84,-12.02
dengue,-76.94,-12.06
dengue,-77.05,-11.85
dengue,-77.02,-11.85
dengue,-77.04,-11.88
dengue,-77.07,-11.84
dengue,-77.07,-11.84
dengue,-76.97,-11.75
dengue,-76.82,-11.99
dengue,-76.82,-11.99
dengue,-76.82,-11.99
dengue,-76.77,-11.98
dengue,-76.80,-11.98
dengue,-76.82,-12.00
dengue,-76.75,-11.98
dengue,-76.76,-11.97
dengue,-76.92,-11.99
dengue,-76.83,-11.98
dengue,-76.84,-11.97
dengue,-76.94,-11.98
dengue,-76.89,-12.01
dengue,-76.93,-12.00
dengue,-76.92,-11.99
dengue,-76.94,-11.98
dengue,-76.67,-11.92
dengue,-76.69,-11.93
dengue,-76.69,-11.93
dengue,-76.68,-11.93
dengue,-76.70,-11.94
dengue,-76.75,-11.96
dengue,-76.73,-11.95
dengue,-76.72,-11.94
dengue,-76.69,-11.94
dengue,-76.84,-12.15
dengue,-76.86,-12.17
dengue,-76.88,-12.09
dengue,-76.88,-12.09
dengue,-76.86,-12.23
dengue,-77.02,-12.00
dengue,-77.00,-11.95
dengue,-76.98,-11.98
dengue,-76.99,-11.94
dengue,-77.02,-11.98
dengue,-76.99,-11.95
dengue,-76.98,-11.98
dengue,-76.98,-12.01
dengue,-77.01,-12.01
dengue,-77.00,-11.99
dengue,-76.96,-12.02
dengue,-77.00,-11.96
dengue,-77.01,-11.97
dengue,-77.01,-11.97
dengue,-77.00,-11.99
dengue,-77.01,-12.03
dengue,-76.96,-12.02
dengue,-77.00,-12.03
dengue,-77.01,-12.00
dengue,-77.01,-11.96
dengue,-76.91,-12.21
dengue,-76.92,-12.17
dengue,-76.92,-12.17
dengue,-76.92,-12.20
dengue,-76.94,-12.18
dengue,-76.93,-12.20
dengue,-76.94,-12.16
dengue,-76.40,-5.90
dengue,-76.55,-5.84
dengue,-76.56,-5.83
dengue,-76.33,-5.83
dengue,-76.54,-5.80
dengue,-76.41,-5.71
dengue,-76.48,-5.67
dengue,-76.54,-5.65
dengue,-76.70,-5.55
dengue,-76.69,-5.63
dengue,-76.48,-5.75
dengue,-76.66,-5.72
dengue,-76.61,-5.62
dengue,-76.28,-5.29
dengue,-76.47,-5.30
dengue,-76.53,-5.29
dengue,-76.22,-5.22
dengue,-75.82,-5.45
dengue,-75.68,-5.23
dengue,-75.67,-5.09
dengue,-75.80,-4.81
dengue,-75.51,-4.95
dengue,-75.86,-5.51
dengue,-75.87,-5.52
dengue,-75.94,-5.66
dengue,-75.91,-5.49
dengue,-75.98,-5.99
dengue,-75.87,-6.03
dengue,-76.00,-5.93
dengue,-75.95,-5.89
dengue,-75.92,-5.87
dengue,-76.01,-6.08
dengue,-75.96,-6.07
dengue,-75.99,-6.03
dengue,-75.93,-6.00
dengue,-76.21,-6.06
dengue,-76.26,-6.04
dengue,-76.25,-6.07
dengue,-76.33,-6.02
dengue,-76.24,-6.00
dengue,-76.23,-6.00
dengue,-76.20,-5.98
dengue,-76.24,-5.94
dengue,-76.28,-5.89
dengue,-76.26,-5.87
dengue,-76.20,-6.06
dengue,-76.27,-5.89
dengue,-76.28,-6.05
dengue,-76.23,-5.89
dengue,-76.22,-5.84
dengue,-76.18,-5.97
dengue,-76.15,-5.96
dengue,-76.17,-6.02
dengue,-76.16,-6.01
dengue,-76.16,-6.04
dengue,-76.11,-5.97
dengue,-76.18,-5.99
dengue,-76.16,-5.94
dengue,-76.11,-5.90
dengue,-76.01,-5.85
dengue,-76.10,-5.90
dengue,-76.03,-5.91
dengue,-76.07,-5.87
dengue,-76.19,-5.87
dengue,-76.07,-5.86
dengue,-76.07,-5.86
dengue,-76.06,-5.84
dengue,-76.11,-5.84
dengue,-76.17,-5.84
dengue,-76.02,-5.84
dengue,-76.08,-5.83
dengue,-76.12,-5.90
dengue,-76.11,-5.94
dengue,-76.06,-5.90
dengue,-76.05,-5.90
dengue,-76.05,-5.90
dengue,-76.06,-5.95
dengue,-76.19,-5.90
dengue,-76.19,-5.93
dengue,-76.18,-5.97
dengue,-76.19,-5.93
dengue,-76.21,-5.82
dengue,-76.26,-5.72
dengue,-76.21,-5.74
dengue,-76.27,-5.77
dengue,-76.05,-5.77
dengue,-76.13,-5.83
dengue,-76.19,-5.80
dengue,-76.16,-5.82
dengue,-76.10,-5.81
dengue,-76.07,-5.80
dengue,-76.09,-5.80
dengue,-76.12,-5.77
dengue,-76.07,-5.71
dengue,-76.05,-5.76
dengue,-76.19,-5.75
dengue,-76.13,-5.79
dengue,-76.04,-5.80
dengue,-76.55,-4.21
dengue,-76.36,-3.67
dengue,-77.07,-3.20
dengue,-76.72,-3.11
dengue,-76.45,-3.49
dengue,-76.43,-3.48
dengue,-76.47,-2.80
dengue,-76.70,-2.71
dengue,-76.40,-2.90
dengue,-76.92,-4.78
dengue,-76.82,-4.81
dengue,-77.23,-5.11
dengue,-76.67,-4.84
dengue,-76.35,-5.00
dengue,-76.55,-4.83
dengue,-76.59,-4.86
dengue,-76.69,-4.83
dengue,-76.55,-4.85
dengue,-76.14,-5.00
dengue,-76.02,-5.05
dengue,-77.42,-4.56
dengue,-77.35,-4.63
dengue,-77.56,-4.55
dengue,-77.51,-4.64
dengue,-77.47,-4.57
dengue,-77.33,-4.69
dengue,-77.06,-4.73
dengue,-77.22,-4.33
dengue,-77.43,-3.58
dengue,-75.82,-5.01
dengue,-76.04,-5.03
dengue,-76.89,-4.36
dengue,-76.59,-4.65
dengue,-77.06,-4.05
dengue,-74.04,-4.82
dengue,-74.50,-4.40
dengue,-74.17,-4.41
dengue,-73.93,-4.50
dengue,-74.43,-4.46
dengue,-74.08,-4.47
dengue,-73.97,-4.42
dengue,-74.16,-4.51
dengue,-74.21,-4.20
dengue,-74.17,-4.22
dengue,-74.29,-4.32
dengue,-73.62,-4.55
dengue,-73.57,-4.50
dengue,-73.56,-4.50
dengue,-73.58,-4.51
dengue,-73.91,-4.51
dengue,-73.79,-4.63
dengue,-73.62,-4.55
dengue,-73.53,-4.46
dengue,-73.87,-4.53
dengue,-73.73,-4.57
dengue,-73.69,-4.57
dengue,-73.63,-4.56
dengue,-73.63,-4.56
dengue,-73.52,-4.45
dengue,-73.44,-4.39
dengue,-73.47,-4.34
dengue,-73.43,-4.29
dengue,-73.84,-4.66
dengue,-73.74,-4.57
dengue,-73.66,-4.56
dengue,-73.57,-4.50
dengue,-73.75,-4.57
dengue,-74.21,-4.10
dengue,-74.21,-4.10
dengue,-75.23,-5.62
dengue,-74.26,-4.70
dengue,-74.55,-4.50
dengue,-74.37,-4.60
dengue,-74.40,-4.68
dengue,-74.39,-4.62
dengue,-74.81,-3.56
dengue,-74.74,-3.68
dengue,-74.56,-3.67
dengue,-74.60,-3.74
dengue,-74.54,-3.74
dengue,-74.48,-3.75
dengue,-74.41,-3.80
dengue,-74.33,-3.88
dengue,-74.37,-4.03
dengue,-74.78,-3.49
dengue,-74.79,-3.49
dengue,-75.78,-2.47
dengue,-75.80,-2.42
dengue,-75.58,-3.69
dengue,-75.06,-3.81
dengue,-75.08,-3.81
dengue,-75.07,-3.81
dengue,-75.18,-3.75
dengue,-75.33,-3.71
dengue,-74.64,-3.78
dengue,-74.88,-3.79
dengue,-75.01,-3.80
dengue,-75.05,-3.80
dengue,-75.05,-3.80
dengue,-75.64,-3.22
dengue,-75.74,-3.09
dengue,-75.37,-3.54
dengue,-75.43,-3.45
dengue,-76.20,-2.56
dengue,-76.19,-2.84
dengue,-75.15,-4.83
dengue,-75.12,-4.83
dengue,-75.09,-4.82
dengue,-75.27,-4.79
dengue,-75.40,-4.82
dengue,-75.22,-4.80
dengue,-75.35,-4.80
dengue,-75.09,-4.82
dengue,-75.20,-4.82
dengue,-74.93,-4.71
dengue,-74.92,-4.73
dengue,-75.42,-4.32
dengue,-75.09,-4.39
dengue,-75.13,-4.30
dengue,-75.21,-4.29
dengue,-75.27,-4.27
dengue,-75.33,-4.39
dengue,-75.32,-4.21
dengue,-74.76,-4.54
dengue,-74.80,-4.62
dengue,-74.84,-4.67
dengue,-74.78,-4.53
dengue,-74.98,-4.45
dengue,-74.98,-4.45
dengue,-75.04,-4.31
dengue,-75.68,-3.93
dengue,-75.68,-3.93
dengue,-75.54,-4.10
dengue,-71.70,-3.73
dengue,-71.82,-3.61
dengue,-71.92,-3.33
dengue,-71.88,-3.33
dengue,-71.88,-3.32
dengue,-71.85,-3.32
dengue,-71.86,-3.32
dengue,-72.05,-3.49
dengue,-72.12,-3.49
dengue,-71.74,-3.44
dengue,-71.76,-3.40
dengue,-71.77,-3.37
dengue,-71.86,-3.32
dengue,-70.63,-3.93
dengue,-70.58,-3.86
dengue,-70.51,-3.90
dengue,-70.53,-3.93
dengue,-70.78,-3.93
dengue,-70.52,-3.92
dengue,-70.52,-3.92
dengue,-70.52,-3.91
dengue,-70.64,-3.83
dengue,-70.54,-3.89
dengue,-70.61,-3.87
dengue,-70.61,-3.85
dengue,-70.61,-3.59
dengue,-70.65,-3.87
dengue,-70.60,-3.94
dengue,-70.20,-4.06
dengue,-70.45,-3.94
dengue,-70.35,-3.94
dengue,-70.48,-3.90
dengue,-70.33,-3.81
dengue,-70.36,-3.94
dengue,-71.10,-4.02
dengue,-71.12,-4.02
dengue,-71.19,-3.98
dengue,-71.20,-3.94
dengue,-71.23,-3.92
dengue,-71.47,-3.89
dengue,-71.47,-3.88
dengue,-71.28,-3.84
dengue,-71.35,-3.86
dengue,-71.45,-3.89
dengue,-70.99,-3.99
dengue,-70.93,-3.97
dengue,-71.96,-4.33
dengue,-70.62,-4.14
dengue,-70.52,-4.14
dengue,-70.86,-4.25
dengue,-70.00,-4.19
dengue,-70.04,-4.35
dengue,-69.96,-4.22
dengue,-70.32,-4.14
dengue,-70.23,-4.12
dengue,-74.06,-3.80
dengue,-73.77,-3.90
dengue,-73.81,-3.90
dengue,-73.78,-3.90
dengue,-73.70,-3.89
dengue,-73.88,-3.88
dengue,-73.61,-3.87
dengue,-73.78,-3.70
dengue,-73.76,-3.64
dengue,-73.76,-3.59
dengue,-74.57,-3.41
dengue,-73.81,-3.43
dengue,-73.75,-3.51
dengue,-73.38,-4.09
dengue,-73.35,-3.99
dengue,-73.15,-3.77
dengue,-73.25,-3.77
dengue,-73.27,-3.78
dengue,-73.15,-3.80
dengue,-73.24,-3.79
dengue,-73.26,-3.78
dengue,-73.26,-3.77
dengue,-73.23,-3.86
dengue,-73.32,-3.91
dengue,-73.19,-3.81
dengue,-73.13,-3.69
dengue,-73.25,-3.78
dengue,-73.26,-3.79
dengue,-73.35,-3.98
dengue,-73.18,-3.72
dengue,-73.11,-3.77
dengue,-73.24,-3.80
dengue,-73.30,-3.83
dengue,-73.26,-3.77
dengue,-73.24,-3.77
dengue,-73.24,-3.77
dengue,-73.25,-3.76
dengue,-73.23,-3.77
dengue,-73.24,-3.77
dengue,-73.24,-3.76
dengue,-73.17,-3.78
dengue,-73.23,-3.78
dengue,-73.23,-3.75
dengue,-73.16,-3.75
dengue,-73.19,-3.71
dengue,-73.19,-3.67
dengue,-73.13,-3.66
dengue,-73.07,-3.68
dengue,-73.23,-3.73
dengue,-73.17,-3.68
dengue,-73.11,-3.65
dengue,-73.13,-3.62
dengue,-73.17,-3.69
dengue,-73.20,-3.65
dengue,-73.19,-3.63
dengue,-73.23,-3.73
dengue,-73.32,-3.94
dengue,-73.18,-3.76
dengue,-73.23,-3.72
dengue,-73.27,-3.78
dengue,-73.19,-3.67
dengue,-73.27,-3.78
dengue,-73.24,-3.88
dengue,-73.23,-3.86
dengue,-73.24,-3.80
dengue,-73.37,-4.23
dengue,-73.36,-4.13
dengue,-73.16,-4.15
dengue,-73.17,-4.19
dengue,-73.17,-4.18
dengue,-73.33,-4.21
dengue,-73.17,-4.20
dengue,-73.20,-4.21
dengue,-72.83,-4.24
dengue,-72.79,-4.29
dengue,-72.95,-4.14
dengue,-73.32,-4.13
dengue,-73.24,-4.27
dengue,-73.21,-3.96
dengue,-73.11,-4.12
dengue,-72.98,-4.12
dengue,-73.15,-4.12
dengue,-73.21,-4.11
dengue,-73.23,-4.11
dengue,-73.04,-4.10
dengue,-73.17,-4.10
dengue,-73.00,-4.10
dengue,-73.14,-4.09
dengue,-73.14,-4.05
dengue,-73.12,-4.04
dengue,-73.20,-4.08
dengue,-73.19,-3.97
dengue,-73.15,-3.96
dengue,-73.15,-3.90
dengue,-73.15,-3.94
dengue,-73.15,-4.02
dengue,-73.16,-4.00
dengue,-73.19,-4.00
dengue,-73.21,-3.97
dengue,-73.22,-3.95
dengue,-73.19,-3.94
dengue,-73.16,-3.92
dengue,-73.18,-3.87
dengue,-73.21,-3.92
dengue,-73.14,-3.90
dengue,-73.18,-3.89
dengue,-73.15,-3.90
dengue,-73.16,-3.83
dengue,-73.15,-3.88
dengue,-73.21,-3.97
dengue,-72.90,-3.91
dengue,-72.96,-3.61
dengue,-73.06,-3.60
dengue,-73.09,-3.56
dengue,-73.12,-3.56
dengue,-73.14,-3.59
dengue,-73.02,-3.56
dengue,-72.96,-3.61
dengue,-73.09,-3.53
dengue,-72.87,-3.55
dengue,-73.04,-3.55
dengue,-72.90,-3.55
dengue,-72.84,-3.52
dengue,-72.83,-3.50
dengue,-73.04,-3.50
dengue,-72.89,-3.48
dengue,-73.01,-3.49
dengue,-72.98,-3.48
dengue,-72.96,-3.48
dengue,-72.87,-3.48
dengue,-72.94,-3.47
dengue,-72.92,-3.46
dengue,-72.88,-3.45
dengue,-72.85,-3.44
dengue,-73.45,-3.82
dengue,-73.41,-3.78
dengue,-73.46,-3.82
dengue,-73.56,-3.85
dengue,-73.50,-3.83
dengue,-73.52,-3.83
dengue,-73.56,-3.84
dengue,-73.57,-3.86
dengue,-73.51,-3.86
dengue,-73.57,-3.86
dengue,-73.58,-3.86
dengue,-73.41,-3.80
dengue,-73.39,-3.75
dengue,-73.37,-3.74
dengue,-73.41,-3.75
dengue,-73.38,-3.77
dengue,-73.29,-3.72
dengue,-73.28,-3.72
dengue,-73.32,-3.73
dengue,-73.32,-3.72
dengue,-73.30,-3.73
dengue,-73.33,-3.75
dengue,-73.24,-3.75
dengue,-73.33,-3.74
dengue,-73.32,-3.75
dengue,-73.27,-3.73
dengue,-73.31,-3.70
dengue,-73.25,-3.75
dengue,-73.28,-3.75
dengue,-73.27,-3.76
dengue,-73.27,-3.76
dengue,-73.27,-3.76
dengue,-73.26,-3.74
dengue,-73.24,-3.75
dengue,-73.26,-3.73
dengue,-73.26,-3.74
dengue,-73.26,-3.73
dengue,-73.25,-3.73
dengue,-72.27,-3.63
dengue,-72.53,-3.58
dengue,-72.25,-3.58
dengue,-72.80,-3.44
dengue,-72.79,-3.43
dengue,-72.31,-3.55
dengue,-72.35,-3.52
dengue,-72.70,-3.48
dengue,-72.70,-3.48
dengue,-72.51,-3.48
dengue,-72.71,-3.46
dengue,-72.76,-3.42
dengue,-72.78,-3.42
dengue,-73.21,-3.35
dengue,-73.03,-3.35
dengue,-73.16,-3.52
dengue,-73.12,-3.51
dengue,-73.10,-3.50
dengue,-73.09,-3.50
dengue,-73.23,-3.50
dengue,-73.09,-3.49
dengue,-73.12,-3.48
dengue,-73.20,-3.48
dengue,-73.06,-3.48
dengue,-73.17,-3.45
dengue,-73.11,-3.45
dengue,-73.12,-3.47
dengue,-73.32,-3.45
dengue,-73.15,-3.44
dengue,-73.21,-3.39
dengue,-73.21,-3.31
dengue,-72.79,-3.31
dengue,-72.98,-3.31
dengue,-72.93,-3.31
dengue,-72.81,-3.31
dengue,-72.92,-3.29
dengue,-72.88,-3.28
dengue,-72.94,-3.28
dengue,-72.90,-3.27
dengue,-72.93,-3.24
dengue,-73.18,-3.18
dengue,-73.22,-3.18
dengue,-72.98,-3.30
dengue,-73.10,-3.47
dengue,-73.42,-3.01
dengue,-73.24,-3.07
dengue,-73.27,-3.04
dengue,-73.16,-3.11
dengue,-73.54,-2.83
dengue,-73.50,-2.89
dengue,-73.54,-2.82
dengue,-73.54,-2.80
dengue,-73.66,-2.49
dengue,-73.72,-2.44
dengue,-73.68,-2.49
dengue,-73.56,-2.54
dengue,-73.66,-2.49
dengue,-73.72,-2.48
dengue,-73.25,-2.98
dengue,-73.31,-2.95
dengue,-74.44,-2.05
dengue,-73.98,-2.41
dengue,-74.10,-2.36
dengue,-74.17,-2.32
dengue,-74.04,-2.30
dengue,-74.13,-2.14
dengue,-74.21,-2.30
dengue,-74.15,-2.35
dengue,-74.11,-2.36
dengue,-73.79,-2.35
dengue,-73.75,-2.41
dengue,-73.66,-2.34
dengue,-73.66,-2.34
dengue,-73.37,-3.59
dengue,-73.41,-3.61
dengue,-73.38,-3.69
dengue,-73.41,-3.61
dengue,-73.26,-3.72
dengue,-73.28,-3.70
dengue,-73.25,-3.70
dengue,-73.24,-3.71
dengue,-73.25,-3.70
dengue,-73.24,-3.71
dengue,-73.24,-3.73
dengue,-73.35,-3.61
dengue,-73.21,-3.63
dengue,-73.25,-3.70
dengue,-73.30,-3.66
dengue,-73.27,-3.67
dengue,-73.31,-3.65
dengue,-73.24,-3.71
dengue,-73.24,-3.65
dengue,-73.22,-3.64
dengue,-73.33,-3.67
dengue,-73.25,-3.66
dengue,-73.33,-3.65
dengue,-73.33,-3.63
dengue,-73.18,-3.60
dengue,-73.18,-3.62
dengue,-73.21,-3.64
dengue,-73.22,-3.63
dengue,-73.26,-3.64
dengue,-73.22,-3.64
dengue,-73.34,-3.62
dengue,-73.19,-3.62
dengue,-73.25,-3.69
dengue,-73.24,-3.72
dengue,-73.26,-3.72
dengue,-73.25,-3.71
dengue,-73.26,-3.63
dengue,-73.28,-3.69
dengue,-73.19,-3.58
dengue,-73.30,-3.69
dengue,-73.38,-3.54
dengue,-73.38,-3.53
dengue,-73.48,-3.52
dengue,-73.44,-3.48
dengue,-73.44,-3.49
dengue,-73.43,-3.50
dengue,-73.50,-4.13
dengue,-73.41,-4.15
dengue,-73.40,-4.18
dengue,-73.42,-4.21
dengue,-73.63,-4.28
dengue,-73.60,-4.27
dengue,-73.55,-4.25
dengue,-73.47,-4.22
dengue,-73.43,-4.21
dengue,-73.71,-4.28
dengue,-73.59,-4.27
dengue,-73.41,-4.19
dengue,-73.43,-4.20
dengue,-73.42,-4.13
dengue,-73.45,-4.12
dengue,-73.39,-4.16
dengue,-73.54,-4.22
dengue,-73.50,-4.16
dengue,-73.44,-4.18
dengue,-73.52,-4.29
dengue,-73.55,-4.26
dengue,-73.46,-4.15
dengue,-73.45,-4.22
dengue,-73.57,-4.22
dengue,-73.53,-4.33
dengue,-73.48,-4.22
dengue,-73.53,-4.33
dengue,-73.49,-4.23
dengue,-73.48,-4.20
dengue,-73.47,-4.15
dengue,-73.50,-4.13
dengue,-73.46,-4.15
dengue,-73.54,-4.15
dengue,-73.40,-4.19
dengue,-73.37,-4.00
dengue,-73.38,-4.07
dengue,-73.37,-3.94
dengue,-73.38,-4.04
dengue,-73.47,-4.00
dengue,-73.40,-4.10
dengue,-73.38,-4.06
dengue,-73.47,-4.06
dengue,-73.52,-4.01
dengue,-73.36,-3.95
dengue,-73.42,-4.02
dengue,-73.41,-3.90
dengue,-73.38,-3.94
dengue,-73.66,-3.91
dengue,-73.36,-3.83
dengue,-73.38,-3.83
dengue,-73.36,-3.84
dengue,-73.55,-3.90
dengue,-73.60,-3.92
dengue,-73.49,-3.88
dengue,-73.45,-3.87
dengue,-73.45,-3.87
dengue,-73.41,-3.87
dengue,-73.39,-3.85
dengue,-73.43,-3.86
dengue,-73.41,-3.86
dengue,-73.46,-3.86
dengue,-73.41,-3.86
dengue,-73.39,-4.00
dengue,-73.37,-4.00
dengue,-73.36,-3.97
dengue,-73.36,-3.98
dengue,-73.38,-3.98
dengue,-73.43,-4.07
dengue,-73.48,-4.12
dengue,-73.40,-4.08
dengue,-73.56,-3.90
dengue,-73.43,-4.05
dengue,-73.45,-4.10
dengue,-73.45,-4.09
dengue,-73.45,-4.07
dengue,-73.44,-4.04
dengue,-73.43,-4.02
dengue,-73.39,-3.93
dengue,-73.35,-3.89
dengue,-73.40,-3.95
dengue,-73.50,-3.97
dengue,-73.48,-4.12
dengue,-73.50,-4.09
dengue,-73.50,-4.03
dengue,-73.41,-3.87
dengue,-73.40,-3.84
dengue,-73.38,-4.03
dengue,-73.36,-3.97
dengue,-73.38,-3.98
dengue,-73.36,-3.87
dengue,-73.46,-3.88
dengue,-73.56,-3.90
dengue,-73.36,-3.98
dengue,-73.37,-3.85
dengue,-73.46,-4.06
dengue,-73.36,-3.80
dengue,-73.32,-3.90
dengue,-73.30,-3.78
dengue,-73.30,-3.80
dengue,-73.35,-3.87
dengue,-73.34,-3.83
dengue,-73.33,-3.82
dengue,-73.34,-3.80
dengue,-73.34,-3.91
dengue,-73.34,-3.84
dengue,-73.33,-3.94
dengue,-73.34,-3.78
dengue,-73.32,-3.81
dengue,-73.30,-3.80
dengue,-73.34,-3.96
dengue,-73.31,-3.78
dengue,-73.29,-3.78
dengue,-73.28,-3.77
dengue,-73.27,-3.76
dengue,-73.26,-3.79
dengue,-73.34,-3.85
dengue,-73.34,-3.82
dengue,-73.28,-3.78
dengue,-73.30,-3.79
dengue,-73.34,-3.86
dengue,-73.29,-3.79
dengue,-73.28,-3.77
dengue,-73.27,-3.76
dengue,-73.28,-3.78
dengue,-73.31,-3.80
dengue,-73.27,-3.76
dengue,-73.26,-3.78
dengue,-73.34,-3.86
dengue,-73.33,-3.81
dengue,-73.33,-3.80
dengue,-73.35,-3.87
dengue,-73.34,-3.83
dengue,-73.33,-3.81
dengue,-74.55,-1.96
dengue,-74.78,-1.33
dengue,-75.17,-0.97
dengue,-75.02,-1.12
dengue,-75.01,-1.10
dengue,-72.82,-2.61
dengue,-73.27,-2.61
dengue,-72.92,-2.46
dengue,-72.67,-2.45
dengue,-72.97,-2.36
dengue,-73.07,-2.36
dengue,-73.10,-2.33
dengue,-71.92,-2.35
dengue,-71.74,-2.22
dengue,-74.21,-1.01
dengue,-74.28,-1.00
dengue,-74.25,-0.99
dengue,-74.22,-1.01
dengue,-74.50,-0.49
dengue,-74.73,-0.35
dengue,-74.68,-0.37
dengue,-74.86,-0.34
dengue,-74.79,-0.20
dengue,-74.16,-5.40
dengue,-74.12,-5.50
dengue,-74.09,-5.31
dengue,-74.14,-5.47
dengue,-74.28,-5.83
dengue,-74.28,-5.79
dengue,-74.32,-5.78
dengue,-74.35,-5.71
dengue,-74.17,-5.56
dengue,-74.18,-5.56
dengue,-73.67,-4.90
dengue,-73.70,-4.86
dengue,-73.71,-4.79
dengue,-73.71,-4.87
dengue,-73.70,-4.84
dengue,-74.68,-5.96
dengue,-74.64,-5.88
dengue,-74.56,-5.87
dengue,-74.60,-5.83
dengue,-74.60,-5.84
dengue,-74.79,-6.00
dengue,-74.60,-5.84
dengue,-74.52,-5.83
dengue,-74.68,-5.66
dengue,-74.57,-5.57
dengue,-73.86,-5.42
dengue,-73.84,-5.33
dengue,-73.83,-5.34
dengue,-73.86,-5.30
dengue,-74.01,-5.19
dengue,-74.09,-5.14
dengue,-73.95,-5.03
dengue,-74.02,-4.96
dengue,-74.01,-4.97
dengue,-73.86,-5.06
dengue,-73.89,-5.05
dengue,-73.60,-4.77
dengue,-73.63,-4.77
dengue,-73.53,-4.73
dengue,-73.55,-4.67
dengue,-73.46,-4.53
dengue,-72.99,-5.53
dengue,-72.88,-5.15
dengue,-72.92,-5.22
dengue,-75.65,-8.19
dengue,-75.60,-8.16
dengue,-75.45,-7.92
dengue,-75.62,-8.07
dengue,-75.37,-7.85
dengue,-75.15,-7.71
dengue,-74.98,-7.64
dengue,-74.99,-7.57
dengue,-75.10,-7.34
dengue,-75.24,-7.27
dengue,-75.07,-7.44
dengue,-74.94,-7.46
dengue,-74.93,-7.49
dengue,-74.96,-7.40
dengue,-75.05,-7.43
dengue,-74.95,-7.41
dengue,-74.97,-7.37
dengue,-74.99,-7.36
dengue,-75.04,-7.39
dengue,-75.04,-7.39
dengue,-74.99,-7.34
dengue,-75.01,-7.35
dengue,-74.94,-7.46
dengue,-75.12,-6.98
dengue,-75.25,-7.10
dengue,-75.26,-7.12
dengue,-75.12,-7.01
dengue,-75.14,-6.99
dengue,-75.25,-7.09
dengue,-75.16,-6.97
dengue,-75.19,-7.05
dengue,-75.20,-7.04
dengue,-75.15,-6.97
dengue,-75.25,-7.09
dengue,-74.92,-7.76
dengue,-74.73,-7.85
dengue,-74.84,-7.95
dengue,-75.02,-7.85
dengue,-75.01,-7.69
dengue,-75.24,-6.59
dengue,-75.31,-6.60
dengue,-75.07,-6.61
dengue,-75.43,-6.72
dengue,-75.07,-6.60
dengue,-75.44,-6.83
dengue,-75.07,-6.68
dengue,-75.10,-6.64
dengue,-75.13,-6.66
dengue,-75.43,-6.73
dengue,-75.18,-6.68
dengue,-75.10,-6.67
dengue,-75.11,-6.65
dengue,-75.18,-6.56
dengue,-75.07,-6.55
dengue,-75.14,-6.52
dengue,-75.12,-6.53
dengue,-75.18,-6.44
dengue,-75.18,-6.53
dengue,-75.16,-6.42
dengue,-75.10,-6.67
dengue,-75.03,-6.59
dengue,-75.06,-6.68
dengue,-75.06,-6.75
dengue,-74.99,-6.62
dengue,-75.11,-6.33
dengue,-75.12,-6.39
dengue,-75.10,-6.34
dengue,-75.11,-6.28
dengue,-75.12,-6.28
dengue,-75.12,-6.35
dengue,-75.14,-6.26
dengue,-75.13,-6.23
dengue,-75.15,-6.25
dengue,-75.20,-6.18
dengue,-75.13,-6.19
dengue,-75.17,-6.16
dengue,-75.11,-6.08
dengue,-75.10,-6.11
dengue,-75.18,-6.18
dengue,-75.20,-6.18
dengue,-74.85,-6.03
dengue,-75.02,-6.08
dengue,-74.97,-6.32
dengue,-74.96,-6.33
dengue,-74.92,-6.11
dengue,-75.04,-6.14
dengue,-74.74,-6.06
dengue,-74.82,-6.08
dengue,-74.78,-6.07
dengue,-74.89,-6.06
dengue,-74.89,-6.06
dengue,-74.89,-5.99
