Tipo,x,y
dengue,-75.90,-9.42
dengue,-75.96,-9.39
dengue,-75.97,-9.41
dengue,-75.96,-9.37
dengue,-75.99,-9.34
dengue,-76.03,-9.32
dengue,-76.06,-9.30
dengue,-75.98,-9.36
dengue,-75.97,-9.39
dengue,-75.94,-9.45
dengue,-75.95,-9.46
dengue,-75.97,-9.44
dengue,-75.99,-9.33
dengue,-76.00,-9.30
dengue,-75.94,-9.29
dengue,-75.97,-9.29
dengue,-76.04,-9.27
dengue,-75.98,-9.27
dengue,-76.01,-9.31
dengue,-75.97,-9.31
dengue,-76.03,-9.28
dengue,-76.16,-9.15
dengue,-76.13,-9.10
dengue,-76.15,-9.19
dengue,-76.10,-9.10
dengue,-76.05,-9.24
dengue,-75.36,-9.81
dengue,-75.27,-9.59
dengue,-75.29,-9.52
dengue,-75.45,-9.64
dengue,-75.46,-9.67
dengue,-75.28,-9.65
dengue,-75.29,-9.65
dengue,-74.80,-8.76
dengue,-74.65,-8.80
dengue,-74.67,-8.75
dengue,-74.71,-8.77
dengue,-74.75,-8.69
dengue,-74.63,-8.73
dengue,-74.63,-8.72
dengue,-74.80,-8.69
dengue,-74.67,-8.69
dengue,-74.80,-8.66
dengue,-75.06,-9.47
dengue,-74.98,-9.35
dengue,-75.03,-9.45
dengue,-74.90,-9.39
dengue,-75.03,-9.39
dengue,-74.97,-9.38
dengue,-74.96,-9.37
dengue,-75.03,-9.37
dengue,-74.93,-9.33
dengue,-75.01,-9.32
dengue,-74.98,-9.30
dengue,-74.88,-9.26
dengue,-74.88,-9.24
dengue,-74.74,-9.22
dengue,-74.94,-9.21
dengue,-74.86,-9.16
dengue,-75.01,-9.13
dengue,-75.00,-9.17
dengue,-75.04,-8.89
dengue,-75.04,-8.94
dengue,-74.70,-8.93
dengue,-74.67,-8.86
dengue,-75.08,-9.82
dengue,-75.29,-9.75
dengue,-75.08,-9.78
dengue,-74.96,-9.78
dengue,-75.01,-9.81
dengue,-75.02,-9.49
dengue,-74.97,-9.63
dengue,-75.01,-9.62
dengue,-74.86,-9.59
dengue,-75.01,-9.56
dengue,-75.05,-9.55
dengue,-75.01,-9.72
dengue,-76.09,-13.47
dengue,-76.08,-13.44
dengue,-76.08,-13.44
dengue,-75.93,-13.37
dengue,-75.86,-13.37
dengue,-76.15,-13.50
dengue,-76.18,-13.54
dengue,-76.18,-13.52
dengue,-76.17,-13.53
dengue,-76.13,-13.47
dengue,-76.16,-13.46
dengue,-76.15,-13.47
dengue,-76.06,-13.50
dengue,-76.10,-13.53
dengue,-76.11,-13.55
dengue,-76.07,-13.52
dengue,-76.10,-13.51
dengue,-76.13,-13.55
dengue,-76.16,-13.40
dengue,-76.16,-13.39
dengue,-76.16,-13.39
dengue,-76.16,-13.24
dengue,-76.15,-13.19
dengue,-76.17,-13.43
dengue,-76.17,-13.43
dengue,-76.16,-13.43
dengue,-75.74,-14.15
dengue,-75.75,-14.15
dengue,-75.74,-14.13
dengue,-75.73,-14.12
dengue,-75.76,-14.09
dengue,-75.73,-14.06
dengue,-75.74,-14.14
dengue,-75.71,-14.00
dengue,-75.71,-13.99
dengue,-75.72,-14.00
dengue,-75.71,-14.04
dengue,-75.72,-14.03
dengue,-75.71,-14.01
dengue,-75.70,-14.00
dengue,-75.70,-13.99
dengue,-75.70,-13.98
dengue,-75.70,-14.00
dengue,-75.69,-14.11
dengue,-75.70,-14.10
dengue,-75.69,-14.10
dengue,-75.69,-14.10
dengue,-75.71,-14.09
dengue,-75.70,-14.10
dengue,-75.69,-14.10
dengue,-75.70,-14.08
dengue,-75.67,-14.08
dengue,-75.71,-14.10
dengue,-75.69,-14.08
dengue,-75.63,-14.50
dengue,-75.68,-14.37
dengue,-75.68,-14.38
dengue,-75.69,-14.38
dengue,-75.67,-14.35
dengue,-75.69,-14.29
dengue,-75.68,-14.36
dengue,-75.69,-14.35
dengue,-75.69,-14.15
dengue,-75.68,-14.15
dengue,-75.68,-14.18
dengue,-75.67,-14.17
dengue,-75.68,-14.17
dengue,-75.68,-14.17
dengue,-75.65,-14.17
dengue,-75.68,-14.17
dengue,-75.65,-14.16
dengue,-75.66,-14.18
dengue,-75.69,-14.17
dengue,-75.68,-14.17
dengue,-75.71,-14.06
dengue,-75.72,-14.06
dengue,-75.72,-14.07
dengue,-75.71,-14.07
dengue,-75.70,-14.07
dengue,-75.72,-14.06
dengue,-75.70,-14.05
dengue,-75.72,-14.07
dengue,-75.70,-14.05
dengue,-75.97,-13.93
dengue,-75.79,-13.95
dengue,-75.76,-14.01
dengue,-75.78,-14.00
dengue,-75.77,-13.99
dengue,-75.92,-13.93
dengue,-75.93,-13.89
dengue,-75.94,-13.87
dengue,-75.96,-13.91
dengue,-75.75,-14.01
dengue,-75.75,-14.01
dengue,-75.74,-14.01
dengue,-75.74,-14.01
dengue,-75.74,-14.01
dengue,-75.74,-14.00
dengue,-75.74,-14.03
dengue,-75.75,-14.01
dengue,-75.73,-13.97
dengue,-75.72,-13.96
dengue,-75.75,-14.00
dengue,-75.68,-14.29
dengue,-75.68,-14.27
dengue,-75.67,-14.27
dengue,-75.68,-14.31
dengue,-75.69,-14.25
dengue,-75.72,-14.22
dengue,-75.70,-14.19
dengue,-75.71,-14.20
dengue,-75.72,-14.14
dengue,-75.69,-14.21
dengue,-75.72,-14.17
dengue,-75.71,-14.19
dengue,-75.71,-14.17
dengue,-75.71,-14.19
dengue,-75.75,-14.01
dengue,-75.75,-14.03
dengue,-75.75,-14.02
dengue,-75.76,-14.02
dengue,-75.77,-14.02
dengue,-75.71,-14.15
dengue,-75.71,-14.15
dengue,-75.70,-14.14
dengue,-75.71,-14.16
dengue,-75.70,-14.16
dengue,-75.35,-14.77
dengue,-75.26,-14.65
dengue,-75.22,-14.66
dengue,-75.29,-14.68
dengue,-75.19,-14.66
dengue,-75.25,-14.64
dengue,-75.29,-14.67
dengue,-75.36,-14.76
dengue,-75.06,-14.65
dengue,-75.13,-14.67
dengue,-75.07,-14.65
dengue,-75.10,-14.82
dengue,-74.96,-14.82
dengue,-74.97,-14.82
dengue,-74.97,-14.84
dengue,-75.00,-14.91
dengue,-74.96,-14.84
dengue,-75.03,-14.83
dengue,-74.93,-14.84
dengue,-74.92,-14.84
dengue,-74.92,-14.82
dengue,-74.94,-14.82
dengue,-74.89,-14.83
dengue,-74.91,-14.82
dengue,-74.97,-14.82
dengue,-74.97,-14.82
dengue,-74.94,-14.81
dengue,-74.89,-14.81
dengue,-74.86,-14.80
dengue,-74.99,-14.98
dengue,-74.93,-14.97
dengue,-74.87,-14.97
dengue,-74.89,-14.97
dengue,-74.83,-14.97
dengue,-74.92,-14.92
dengue,-74.95,-14.92
dengue,-74.92,-14.91
dengue,-74.91,-14.91
dengue,-74.94,-14.85
dengue,-75.22,-14.56
dengue,-75.21,-14.56
dengue,-75.20,-14.55
dengue,-75.21,-14.61
dengue,-75.21,-14.58
dengue,-75.20,-14.56
dengue,-75.18,-14.55
dengue,-75.18,-14.53
dengue,-75.15,-14.53
dengue,-75.19,-14.53
dengue,-75.18,-14.53
dengue,-75.18,-14.52
dengue,-75.14,-14.48
dengue,-75.17,-14.54
dengue,-75.19,-14.54
dengue,-75.19,-14.53
dengue,-75.20,-14.53
dengue,-75.18,-14.53
dengue,-75.20,-14.53
dengue,-75.14,-14.47
dengue,-75.19,-14.53
dengue,-75.16,-14.51
dengue,-75.10,-14.49
dengue,-75.20,-14.55
dengue,-75.22,-14.54
dengue,-75.17,-14.41
dengue,-75.20,-14.52
dengue,-75.19,-14.44
dengue,-75.19,-14.48
dengue,-75.22,-14.51
dengue,-75.19,-14.49
dengue,-75.19,-14.50
dengue,-75.20,-14.50
dengue,-75.11,-14.31
dengue,-75.25,-14.48
dengue,-75.27,-14.49
dengue,-75.25,-14.50
dengue,-75.24,-14.46
dengue,-75.24,-14.46
dengue,-75.20,-14.34
dengue,-75.96,-13.72
dengue,-76.02,-13.69
dengue,-76.03,-13.69
dengue,-76.02,-13.69
dengue,-76.06,-13.68
dengue,-76.02,-13.64
dengue,-76.03,-13.63
dengue,-76.01,-13.62
dengue,-76.04,-13.61
dengue,-76.25,-13.83
dengue,-76.14,-13.83
dengue,-76.20,-13.71
dengue,-76.17,-13.71
dengue,-76.15,-13.70
dengue,-76.16,-13.69
dengue,-76.14,-13.83
dengue,-76.20,-13.75
dengue,-76.20,-13.74
dengue,-76.22,-13.73
dengue,-76.20,-13.73
dengue,-76.16,-13.72
dengue,-76.17,-13.72
dengue,-76.18,-13.72
dengue,-76.16,-13.68
dengue,-76.18,-13.67
dengue,-76.15,-13.66
dengue,-76.18,-13.65
dengue,-76.17,-13.61
dengue,-76.14,-13.72
dengue,-76.15,-13.72
dengue,-76.14,-13.72
dengue,-76.15,-13.71
dengue,-75.31,-11.00
dengue,-75.35,-11.04
dengue,-75.32,-10.97
dengue,-75.32,-11.03
dengue,-75.32,-11.05
dengue,-75.34,-11.06
dengue,-75.34,-11.06
dengue,-75.32,-11.05
dengue,-75.26,-11.01
dengue,-75.37,-10.99
dengue,-75.33,-11.05
dengue,-75.33,-11.05
dengue,-75.41,-11.06
dengue,-75.36,-11.06
dengue,-75.33,-11.06
dengue,-75.32,-11.04
dengue,-75.30,-10.96
dengue,-75.37,-10.98
dengue,-75.33,-11.00
dengue,-75.24,-10.95
dengue,-75.31,-10.95
dengue,-75.29,-10.95
dengue,-75.34,-10.93
dengue,-75.25,-10.95
dengue,-75.35,-10.92
dengue,-75.23,-10.95
dengue,-75.22,-10.99
dengue,-75.20,-10.99
dengue,-75.21,-11.00
dengue,-75.23,-10.96
dengue,-75.10,-10.96
dengue,-75.20,-10.97
dengue,-75.20,-10.96
dengue,-75.13,-10.99
dengue,-75.18,-10.97
dengue,-75.15,-10.99
dengue,-75.11,-11.01
dengue,-75.11,-10.99
dengue,-75.14,-10.95
dengue,-74.97,-10.98
dengue,-75.00,-11.02
dengue,-75.03,-11.04
dengue,-75.02,-10.97
dengue,-75.02,-11.00
dengue,-75.06,-10.99
dengue,-75.01,-10.96
dengue,-75.03,-10.96
dengue,-75.24,-10.92
dengue,-75.09,-10.84
dengue,-75.12,-10.82
dengue,-75.16,-10.87
dengue,-75.17,-10.88
dengue,-75.17,-10.91
dengue,-75.17,-10.92
dengue,-75.19,-10.93
dengue,-75.15,-10.90
dengue,-75.13,-10.88
dengue,-75.19,-10.90
dengue,-75.20,-10.88
dengue,-75.21,-10.90
dengue,-75.23,-10.90
dengue,-75.24,-10.91
dengue,-75.24,-10.92
dengue,-75.10,-10.87
dengue,-75.08,-10.87
dengue,-75.14,-10.93
dengue,-75.12,-10.91
dengue,-75.08,-10.75
dengue,-75.06,-10.77
dengue,-75.07,-10.79
dengue,-75.16,-10.94
dengue,-75.09,-10.93
dengue,-75.11,-10.91
dengue,-75.16,-10.89
dengue,-75.09,-10.87
dengue,-75.16,-10.76
dengue,-75.16,-10.76
dengue,-75.06,-10.86
dengue,-75.23,-10.95
dengue,-75.11,-10.83
dengue,-75.10,-10.89
dengue,-75.21,-10.87
dengue,-75.07,-10.87
dengue,-75.21,-10.93
dengue,-75.07,-10.91
dengue,-75.14,-10.91
dengue,-75.17,-10.77
dengue,-75.08,-10.68
dengue,-75.16,-10.87
dengue,-75.03,-10.77
dengue,-75.00,-10.81
dengue,-74.99,-10.83
dengue,-75.01,-10.80
dengue,-74.98,-10.89
dengue,-75.00,-10.90
dengue,-74.90,-10.90
dengue,-74.96,-10.88
dengue,-74.94,-10.80
dengue,-74.96,-10.78
dengue,-74.95,-10.83
dengue,-74.91,-10.94
dengue,-74.92,-10.87
dengue,-75.06,-10.70
dengue,-75.00,-10.87
dengue,-75.05,-10.68
dengue,-74.98,-10.87
dengue,-74.88,-10.92
dengue,-74.95,-10.94
dengue,-75.05,-10.84
dengue,-75.02,-10.87
dengue,-75.05,-10.82
dengue,-75.02,-10.84
dengue,-74.99,-10.89
dengue,-74.96,-10.89
dengue,-74.98,-10.88
dengue,-75.03,-10.87
dengue,-75.04,-10.94
dengue,-75.01,-10.91
dengue,-74.98,-10.91
dengue,-75.06,-10.90
dengue,-74.94,-10.89
dengue,-74.97,-10.81
dengue,-75.00,-10.78
dengue,-75.04,-10.87
dengue,-74.79,-10.96
dengue,-74.77,-10.98
dengue,-74.88,-10.97
dengue,-74.88,-10.99
dengue,-74.88,-11.01
dengue,-74.83,-11.06
dengue,-74.84,-11.04
dengue,-74.78,-11.08
dengue,-74.83,-11.09
dengue,-74.86,-11.14
dengue,-74.88,-11.16
dengue,-74.93,-11.00
dengue,-74.94,-10.99
dengue,-74.93,-11.04
dengue,-74.90,-11.09
dengue,-74.82,-10.98
dengue,-75.00,-11.06
dengue,-74.68,-11.01
dengue,-74.84,-10.99
dengue,-74.90,-11.17
dengue,-75.00,-11.11
dengue,-74.81,-11.06
dengue,-75.00,-11.06
dengue,-74.92,-11.04
dengue,-74.75,-11.04
dengue,-74.84,-10.99
dengue,-74.80,-11.00
dengue,-74.84,-10.96
dengue,-74.82,-11.01
dengue,-74.97,-11.00
dengue,-74.79,-10.99
dengue,-74.94,-10.97
dengue,-74.70,-10.95
dengue,-74.86,-11.04
dengue,-74.84,-10.87
dengue,-74.76,-10.95
dengue,-74.76,-10.92
dengue,-74.74,-10.90
dengue,-74.75,-10.88
dengue,-74.85,-10.84
dengue,-74.87,-10.86
dengue,-74.91,-10.88
dengue,-74.90,-10.88
dengue,-74.84,-10.93
dengue,-74.76,-10.87
dengue,-74.87,-10.93
dengue,-74.83,-10.95
dengue,-74.84,-10.95
dengue,-74.81,-10.95
dengue,-74.78,-10.94
dengue,-74.83,-10.93
dengue,-74.79,-10.93
dengue,-74.84,-10.90
dengue,-74.83,-10.86
dengue,-74.90,-10.86
dengue,-74.87,-10.89
dengue,-75.29,-10.89
dengue,-75.27,-10.87
dengue,-75.22,-10.82
dengue,-75.21,-10.84
dengue,-75.29,-10.91
dengue,-75.29,-10.84
dengue,-75.25,-10.85
dengue,-75.22,-10.79
dengue,-75.34,-11.16
dengue,-75.34,-11.18
dengue,-75.33,-11.15
dengue,-75.41,-11.15
dengue,-75.46,-11.19
dengue,-75.39,-11.15
dengue,-75.36,-11.17
dengue,-75.36,-11.17
dengue,-75.36,-11.13
dengue,-75.40,-11.14
dengue,-75.39,-11.12
dengue,-75.33,-11.08
dengue,-75.26,-11.08
dengue,-75.40,-11.07
dengue,-75.36,-11.12
dengue,-75.36,-11.08
dengue,-75.35,-11.13
dengue,-75.33,-11.14
dengue,-75.35,-11.15
dengue,-75.36,-11.13
dengue,-75.37,-11.13
dengue,-75.36,-11.13
dengue,-75.36,-11.12
dengue,-75.35,-11.12
dengue,-75.34,-11.12
dengue,-75.40,-11.09
dengue,-75.33,-11.10
dengue,-75.42,-11.16
dengue,-75.34,-11.11
dengue,-75.46,-11.19
dengue,-75.43,-11.21
dengue,-75.39,-11.14
dengue,-75.43,-11.17
dengue,-75.33,-11.17
dengue,-75.38,-11.13
dengue,-75.40,-11.07
dengue,-75.39,-11.09
dengue,-75.33,-11.21
dengue,-75.33,-11.21
dengue,-75.35,-11.20
dengue,-75.36,-11.22
dengue,-75.35,-11.23
dengue,-75.33,-11.24
dengue,-75.34,-11.22
dengue,-75.36,-11.23
dengue,-74.68,-11.34
dengue,-74.64,-11.27
dengue,-74.69,-11.33
dengue,-74.71,-11.32
dengue,-74.63,-11.34
dengue,-74.70,-11.31
dengue,-74.62,-11.31
dengue,-74.63,-11.29
dengue,-74.62,-11.29
dengue,-74.66,-11.27
dengue,-74.69,-11.29
dengue,-74.56,-11.38
dengue,-74.61,-11.37
dengue,-74.56,-11.38
dengue,-74.59,-11.38
dengue,-74.61,-11.40
dengue,-74.60,-11.40
dengue,-74.08,-11.59
dengue,-74.54,-11.31
dengue,-74.58,-11.33
dengue,-74.58,-11.32
dengue,-74.54,-11.29
dengue,-74.56,-11.33
dengue,-74.60,-11.35
dengue,-74.55,-11.32
dengue,-74.55,-11.30
dengue,-74.53,-11.33
dengue,-74.53,-11.33
dengue,-74.53,-11.33
dengue,-74.54,-11.32
dengue,-74.43,-11.29
dengue,-74.40,-11.34
dengue,-74.37,-11.19
dengue,-74.43,-11.23
dengue,-74.48,-11.31
dengue,-74.38,-11.26
dengue,-74.38,-11.37
dengue,-74.48,-11.33
dengue,-74.46,-11.31
dengue,-74.38,-11.30
dengue,-74.40,-11.29
dengue,-74.43,-11.29
dengue,-74.43,-11.28
dengue,-74.40,-11.24
dengue,-74.09,-12.14
dengue,-74.09,-12.11
dengue,-74.09,-12.13
dengue,-74.09,-12.14
dengue,-74.68,-11.59
dengue,-74.07,-12.06
dengue,-74.07,-11.81
dengue,-74.43,-11.56
dengue,-74.38,-11.57
dengue,-74.41,-11.53
dengue,-74.25,-11.70
dengue,-74.46,-11.67
dengue,-74.34,-11.77
dengue,-74.46,-11.52
dengue,-74.48,-11.55
dengue,-74.43,-11.53
dengue,-74.37,-11.65
dengue,-74.28,-11.66
dengue,-74.31,-11.67
dengue,-73.99,-11.93
dengue,-74.00,-11.92
dengue,-73.96,-11.86
dengue,-74.32,-11.59
dengue,-74.01,-11.70
dengue,-74.05,-11.85
dengue,-74.41,-11.53
dengue,-74.57,-11.48
dengue,-74.49,-11.45
dengue,-74.51,-11.37
dengue,-74.51,-11.38
dengue,-74.54,-11.49
dengue,-74.55,-11.44
dengue,-74.50,-11.47
dengue,-74.50,-11.46
dengue,-74.53,-11.45
dengue,-74.57,-11.44
dengue,-74.49,-11.41
dengue,-74.56,-11.46
dengue,-74.54,-11.44
dengue,-74.51,-11.43
dengue,-74.55,-11.45
dengue,-74.49,-11.41
dengue,-74.45,-11.46
dengue,-74.49,-11.43
dengue,-74.48,-11.47
dengue,-74.46,-11.39
dengue,-74.46,-11.38
dengue,-74.38,-11.45
dengue,-74.49,-11.51
dengue,-74.44,-11.49
dengue,-74.49,-11.48
dengue,-74.42,-11.50
dengue,-74.45,-11.42
dengue,-74.44,-11.45
dengue,-74.44,-11.42
dengue,-74.46,-11.51
dengue,-74.44,-11.45
dengue,-74.48,-11.43
dengue,-74.48,-11.51
dengue,-74.47,-11.40
dengue,-74.46,-11.50
dengue,-74.65,-11.01
dengue,-74.55,-11.02
dengue,-74.64,-11.20
dengue,-74.62,-11.03
dengue,-74.55,-11.04
dengue,-74.65,-11.10
dengue,-74.71,-11.20
dengue,-74.67,-11.16
dengue,-74.79,-11.11
dengue,-74.78,-11.10
dengue,-74.70,-11.09
dengue,-74.68,-11.19
dengue,-74.66,-11.19
dengue,-74.65,-11.22
dengue,-74.66,-11.21
dengue,-74.70,-11.21
dengue,-74.66,-11.19
dengue,-74.79,-11.18
dengue,-74.67,-11.17
dengue,-74.67,-11.13
dengue,-74.74,-11.14
dengue,-74.74,-11.11
dengue,-74.71,-11.09
dengue,-74.77,-11.08
dengue,-74.73,-11.08
dengue,-74.72,-11.07
dengue,-74.59,-11.05
dengue,-74.75,-11.04
dengue,-74.68,-11.05
dengue,-74.03,-12.17
dengue,-74.00,-12.22
dengue,-74.00,-12.20
dengue,-74.04,-12.16
dengue,-74.03,-12.09
dengue,-74.00,-12.13
dengue,-74.05,-12.12
dengue,-74.08,-12.13
dengue,-73.89,-12.24
dengue,-74.00,-12.00
dengue,-74.05,-12.04
dengue,-73.98,-12.00
dengue,-74.01,-12.05
dengue,-73.95,-11.81
dengue,-74.00,-11.73
dengue,-74.02,-11.67
dengue,-74.56,-10.99
dengue,-74.24,-11.15
dengue,-74.31,-11.09
dengue,-74.26,-11.05
dengue,-74.16,-11.30
dengue,-74.31,-11.15
dengue,-74.31,-11.13
dengue,-74.29,-11.11
dengue,-74.27,-11.08
dengue,-74.24,-11.15
dengue,-73.60,-11.19
dengue,-73.79,-11.27
dengue,-73.67,-11.26
dengue,-73.74,-11.12
dengue,-73.75,-10.74
dengue,-74.63,-11.25
dengue,-74.50,-11.21
dengue,-74.64,-11.25
dengue,-74.69,-11.28
dengue,-74.64,-11.23
dengue,-74.54,-11.17
dengue,-74.56,-11.16
dengue,-74.59,-11.24
dengue,-74.58,-11.25
dengue,-74.54,-11.23
dengue,-74.53,-11.16
dengue,-74.80,-11.25
dengue,-74.58,-11.19
dengue,-74.54,-11.14
dengue,-74.57,-11.26
dengue,-74.59,-11.12
dengue,-74.56,-11.27
dengue,-74.65,-11.26
dengue,-74.61,-11.22
dengue,-74.64,-11.24
dengue,-74.64,-11.23
dengue,-74.72,-11.29
dengue,-74.70,-11.29
dengue,-74.78,-11.26
dengue,-74.63,-11.26
dengue,-74.64,-11.25
dengue,-74.62,-11.18
dengue,-74.76,-11.21
dengue,-74.50,-11.10
dengue,-74.52,-11.14
dengue,-74.57,-11.26
dengue,-74.57,-11.23
dengue,-74.58,-11.23
dengue,-74.58,-11.21
dengue,-74.57,-11.14
dengue,-74.53,-11.15
dengue,-74.78,-11.19
dengue,-74.54,-11.14
dengue,-74.79,-11.23
dengue,-74.47,-11.13
dengue,-74.45,-11.17
dengue,-79.11,-7.71
dengue,-79.04,-7.71
dengue,-79.11,-7.74
dengue,-79.10,-7.73
dengue,-79.15,-7.77
dengue,-79.24,-7.72
dengue,-79.19,-7.74
dengue,-79.24,-7.66
dengue,-79.23,-7.70
dengue,-79.27,-7.66
dengue,-79.26,-7.63
dengue,-79.14,-7.84
dengue,-79.16,-7.84
dengue,-79.03,-7.74
dengue,-79.01,-7.73
dengue,-78.95,-7.66
dengue,-79.34,-7.71
dengue,-79.28,-7.75
dengue,-79.30,-7.74
dengue,-79.35,-7.72
dengue,-79.32,-7.72
dengue,-79.29,-7.74
dengue,-79.30,-7.73
dengue,-79.33,-7.70
dengue,-79.32,-7.29
dengue,-79.40,-7.29
dengue,-79.41,-7.25
dengue,-79.40,-7.24
dengue,-79.41,-7.23
dengue,-79.43,-7.23
dengue,-79.42,-7.18
dengue,-79.42,-7.19
dengue,-79.44,-7.18
dengue,-79.49,-7.17
dengue,-79.39,-7.16
dengue,-79.44,-7.15
dengue,-79.42,-7.30
dengue,-79.50,-7.25
dengue,-79.48,-7.30
dengue,-79.47,-7.24
dengue,-79.47,-7.24
dengue,-79.46,-7.23
dengue,-77.66,-7.74
dengue,-77.66,-7.72
dengue,-77.60,-7.76
dengue,-77.63,-7.83
dengue,-79.10,-8.10
dengue,-79.10,-8.09
dengue,-79.12,-8.08
dengue,-79.07,-8.02
dengue,-78.99,-8.11
dengue,-78.97,-8.11
dengue,-78.94,-8.11
dengue,-78.95,-8.12
dengue,-78.91,-8.10
dengue,-78.97,-8.09
dengue,-78.96,-8.09
dengue,-78.92,-8.07
dengue,-78.86,-8.07
dengue,-78.84,-8.04
dengue,-78.93,-8.10
dengue,-78.96,-8.10
dengue,-78.95,-8.08
dengue,-78.91,-8.08
dengue,-78.88,-8.08
dengue,-78.84,-8.02
dengue,-78.95,-8.08
dengue,-78.86,-8.07
dengue,-78.86,-8.06
dengue,-78.85,-8.03
dengue,-79.00,-8.15
dengue,-79.00,-8.18
dengue,-79.01,-8.15
dengue,-79.02,-8.16
dengue,-79.01,-8.17
dengue,-78.78,-8.41
dengue,-78.86,-8.47
dengue,-78.82,-8.45
dengue,-78.80,-8.44
dengue,-78.81,-8.41
dengue,-78.74,-8.41
dengue,-78.82,-8.41
dengue,-78.80,-8.43
dengue,-78.83,-8.43
dengue,-78.78,-8.42
dengue,-78.75,-8.41
dengue,-78.73,-8.40
dengue,-78.74,-8.39
dengue,-78.72,-8.36
dengue,-78.74,-8.45
dengue,-78.82,-8.41
dengue,-79.51,-6.91
dengue,-79.49,-6.91
dengue,-79.56,-6.89
dengue,-79.57,-6.89
dengue,-79.51,-6.88
dengue,-79.55,-6.88
dengue,-79.55,-6.88
dengue,-79.41,-6.59
dengue,-79.37,-6.66
dengue,-79.48,-6.71
dengue,-79.48,-6.71
dengue,-79.48,-6.75
dengue,-79.42,-6.65
dengue,-79.39,-6.64
dengue,-79.46,-6.69
dengue,-79.41,-6.68
dengue,-79.43,-6.67
dengue,-79.37,-6.66
dengue,-79.42,-6.65
dengue,-79.41,-6.64
dengue,-79.37,-6.62
dengue,-79.35,-6.59
dengue,-79.37,-6.61
dengue,-79.36,-6.63
dengue,-79.30,-6.85
dengue,-79.32,-6.84
dengue,-79.27,-6.79
dengue,-79.66,-6.72
dengue,-79.64,-6.74
dengue,-79.66,-6.74
dengue,-79.64,-6.73
dengue,-79.65,-6.73
dengue,-79.60,-6.72
dengue,-79.54,-6.74
dengue,-79.57,-6.72
dengue,-79.59,-6.73
dengue,-79.76,-6.70
dengue,-79.77,-6.72
dengue,-79.81,-6.71
dengue,-79.73,-6.80
dengue,-79.76,-6.80
dengue,-79.77,-6.79
dengue,-79.77,-6.78
dengue,-79.78,-6.78
dengue,-79.78,-6.77
dengue,-79.77,-6.76
dengue,-79.78,-6.76
dengue,-79.79,-6.77
dengue,-79.75,-6.81
dengue,-79.76,-6.78
dengue,-79.61,-6.78
dengue,-79.60,-6.78
dengue,-79.53,-6.78
dengue,-79.51,-6.77
dengue,-79.64,-6.81
dengue,-79.59,-6.80
dengue,-79.58,-6.94
dengue,-79.58,-6.92
dengue,-79.60,-6.81
dengue,-79.56,-6.97
dengue,-79.70,-6.69
dengue,-79.68,-6.81
dengue,-79.68,-6.78
dengue,-79.71,-6.77
dengue,-79.70,-6.75
dengue,-79.68,-6.70
dengue,-79.80,-6.54
dengue,-79.78,-6.57
dengue,-79.62,-6.45
dengue,-79.78,-6.57
dengue,-79.78,-6.56
dengue,-79.65,-6.49
dengue,-79.73,-6.49
dengue,-79.65,-6.48
dengue,-79.61,-6.48
dengue,-79.69,-6.48
dengue,-79.65,-6.46
dengue,-79.66,-6.47
dengue,-79.78,-6.55
dengue,-79.60,-6.44
dengue,-79.61,-6.44
dengue,-79.55,-6.41
dengue,-79.61,-6.43
dengue,-79.48,-6.39
dengue,-79.65,-6.16
dengue,-79.65,-6.16
dengue,-79.65,-6.17
dengue,-79.64,-6.15
dengue,-79.84,-6.46
dengue,-79.85,-6.49
dengue,-79.86,-6.47
dengue,-79.86,-6.47
dengue,-79.84,-6.48
dengue,-79.85,-6.47
dengue,-79.88,-6.47
dengue,-79.83,-6.47
dengue,-79.85,-6.46
dengue,-79.88,-6.46
dengue,-79.83,-6.47
dengue,-79.86,-6.47
dengue,-79.74,-6.41
dengue,-79.80,-6.37
dengue,-79.84,-6.37
dengue,-79.77,-6.33
dengue,-79.80,-6.33
dengue,-79.82,-6.39
dengue,-79.82,-6.38
dengue,-79.81,-6.38
dengue,-79.77,-6.37
dengue,-79.91,-6.70
dengue,-79.90,-6.69
dengue,-80.03,-6.58
dengue,-79.97,-6.54
dengue,-80.02,-6.54
dengue,-80.04,-6.51
dengue,-79.93,-6.51
dengue,-79.73,-6.26
dengue,-79.75,-6.23
dengue,-79.71,-6.23
dengue,-79.73,-6.23
dengue,-79.74,-6.27
dengue,-79.72,-6.19
dengue,-79.69,-6.16
dengue,-79.70,-6.21
dengue,-79.78,-6.19
dengue,-79.74,-6.18
dengue,-79.69,-6.18
dengue,-79.71,-6.13
dengue,-79.67,-6.12
dengue,-79.72,-6.15
dengue,-79.67,-6.11
dengue,-79.70,-6.14
dengue,-79.72,-6.13
dengue,-79.73,-6.09
dengue,-79.65,-6.07
dengue,-79.63,-6.08
dengue,-79.68,-6.09
dengue,-79.68,-6.05
dengue,-79.71,-6.12
dengue,-79.66,-6.07
dengue,-79.75,-6.20
dengue,-79.77,-6.29
dengue,-79.73,-6.13
dengue,-80.25,-5.94
dengue,-80.20,-5.92
dengue,-79.67,-5.95
dengue,-79.84,-5.89
dengue,-79.75,-5.99
dengue,-79.80,-6.04
dengue,-79.83,-6.05
dengue,-79.64,-5.94
dengue,-79.76,-5.95
dengue,-79.79,-5.94
dengue,-79.76,-5.94
